date,tmean_C
2020-08-31,28.3
2021-08-01,28.0
2021-08-02,28.1
2021-08-03,28.3
2021-08-04,28.5
2021-08-05,28.2
2021-08-06,28.9
2021-08-07,28.0
2021-08-08,26.1
2021-08-09,27.9
2021-08-10,29.3
2021-08-11,27.9
2021-08-12,25.7
2021-08-13,23.0
2021-08-14,22.9
2021-08-15,20.2
2021-08-16,21.1
2021-08-17,23.6
2021-08-18,26.7
2021-08-19,27.0
2021-08-20,27.1
2021-08-21,26.2
2021-08-22,27.3
2021-08-23,26.2
2021-08-24,26.4
2021-08-25,27.8
2021-08-26,29.3
2021-08-27,28.8
2021-08-28,28.8
2021-08-29,28.1
2021-08-30,28.6
2021-08-31,26.7
2022-08-01,30.2
2022-08-02,31.2
2022-08-03,32.0
2022-08-04,25.6
2022-08-05,24.3
2022-08-06,24.3
2022-08-07,27.1
2022-08-08,28.5
2022-08-09,29.2
2022-08-10,29.1
2022-08-11,28.6
2022-08-12,28.2
2022-08-13,26.9
2022-08-14,28.4
2022-08-15,28.6
2022-08-16,29.6
2022-08-17,27.8
2022-08-18,25.8
2022-08-19,26.6
2022-08-20,25.9
2022-08-21,26.1
2022-08-22,25.6
2022-08-23,27.4
2022-08-24,27.4
2022-08-25,26.1
2022-08-26,27.5
2022-08-27,28.4
2022-08-28,23.7
2022-08-29,22.4
2022-08-30,23.3
2022-08-31,26.9
2023-08-01,28.0
2023-08-02,29.3
2023-08-03,30.2
2023-08-04,31.3
2023-08-05,30.6
2023-08-06,29.3
2023-08-07,29.5
2023-08-08,29.9
2023-08-09,27.5
2023-08-10,28.4
2023-08-11,28.1
2023-08-12,28.5
2023-08-13,28.1
2023-08-14,27.6
2023-08-15,27.7
2023-08-16,27.8
2023-08-17,28.6
2023-08-18,28.6
2023-08-19,29.2
2023-08-20,29.3
2023-08-21,29.9
2023-08-22,28.4
2023-08-23,28.0
2023-08-24,28.4
2023-08-25,28.9
2023-08-26,27.2
2023-08-27,27.3
2023-08-28,28.6
2023-08-29,28.6
2023-08-30,28.8
2023-08-31,29.4
2024-08-01,29.4
2024-08-02,29.7
2024-08-03,30.1
2024-08-04,30.8
2024-08-05,30.8
2024-08-06,29.9
2024-08-07,27.9
2024-08-08,28.2
2024-08-09,28.5
2024-08-10,29.1
2024-08-11,30.7
2024-08-12,31.4
2024-08-13,31.3
2024-08-14,31.2
2024-08-15,30.5
2024-08-16,26.2
2024-08-17,30.1
2024-08-18,28.5
2024-08-19,28.5
2024-08-20,28.6
2024-08-21,27.9
2024-08-22,27.7
2024-08-23,28.8
2024-08-24,28.7
2024-08-25,28.2
2024-08-26,28.5
2024-08-27,27.5
2024-08-28,27.6
2024-08-29,26.6
2024-08-30,26.7
2024-08-31,27.3
2025-08-01,26.9
2025-08-02,29.3
2025-08-03,29.6
2025-08-04,31.0
2025-08-05,32.9
2025-08-06,33.0
2025-08-07,30.5
2025-08-08,29.9
2025-08-09,27.9
2025-08-10,26.8
2025-08-11,27.1
2025-08-12,27.7
2025-08-13,27.5
2025-08-14,26.7
2025-08-15,28.6
2025-08-16,29.2
2025-08-17,30.6
2025-08-18,31.8
2025-08-19,30.8
2025-08-20,31.4
2025-08-21,32.0
2025-08-22,30.4
2025-08-23,31.5
2025-08-24,32.0
2025-08-25,31.1
2025-08-26,30.8
2025-08-27,31.5
2025-08-28,29.6
2025-08-29,29.3
2025-08-30,32.1
2025-08-31,31.6
